1024 0.241
1280 0.256
1536 0.283
1792 0.317
2048 0.357
2304 0.371
2560 0.403
2816 0.427
3072 0.459
3328 0.479
3584 0.507
3840 0.541
4096 0.56
4352 0.622
4608 0.644
4864 0.651
5120 0.683
