1024 0.292
1280 0.326
1536 0.38
1792 0.408
2048 0.461
2304 0.506
2560 0.55
2816 0.59
3072 0.627
3328 0.681
3584 0.73
3840 0.779
4096 0.811
4352 0.873
4608 0.913
4864 0.95
5120 1.014
