1024 0.37
1280 0.446
1536 0.514
1792 0.579
2048 0.632
2304 0.701
2560 0.761
2816 0.811
3072 0.872
3328 0.941
3584 1.048
3840 1.113
4096 1.151
4352 1.187
4608 1.249
4864 1.318
5120 1.388
